Time Range,Vessel ID,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Vessel Presence Hours
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b43e4fb03-31ab-129e-82d0-1b7111f05a95,CHN,HUA YING 209,2024-07-23T00:00:00Z,2024-08-22T19:00:00Z,SQUID_JIGGER,FISHING,412420799,,,2012-08-01T05:18:12Z,2024-08-23T20:14:18Z,553.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b75738e9e-e12d-636c-2cf0-f3e211071dc1,TWN,SHENG YU NO38,2024-07-23T00:00:00Z,2024-08-13T04:00:00Z,DRIFTING_LONGLINES,FISHING,416001558,,BJ4589,2020-01-30T03:51:01Z,2024-08-23T23:55:51Z,179.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",6a8655e6b-bec2-769c-2076-8361dc254bf2,TWN,JIN JAAN SHYANGNO168,2024-07-23T00:00:00Z,2024-08-05T06:00:00Z,DRIFTING_LONGLINES,FISHING,416002231,,BJ4773,2016-11-14T01:57:04Z,2024-08-14T07:36:09Z,244.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b3ee95b57-72cb-999f-375c-fd5116978f79,CHN,ZHOU YU 693,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412671990,,BKUM,2019-04-19T01:10:14Z,2024-08-23T22:55:44Z,184.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",47622ec28-819e-178b-18c8-7220ce86e108,TWN,MING JYH FWU NO12,2024-07-23T00:00:00Z,2024-08-07T16:00:00Z,DRIFTING_LONGLINES,FISHING,416002196,,BJ4770,2020-06-22T02:45:19Z,2024-08-21T01:02:31Z,316.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",2af949e0c-c0f3-69f4-7774-39aba8f94788,CHN,FUYUANYU661,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440483,,BVJI8,2022-04-18T16:25:20Z,2024-08-23T23:48:59Z,586.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1b6396ace-e6e5-b2ce-cbd8-fb2757e701be,CHN,MING DA,2024-07-24T22:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412401580,,BKVC8,2024-06-26T23:10:09Z,2024-08-23T22:54:25Z,58.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c94c6ce79-95cc-6af0-0f56-fe620f24591c,CHN,TIAN XIANG57,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412300377,8668896,BZTV7,2024-03-15T16:07:09Z,2024-08-23T23:59:37Z,743.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",77a132fa6-6d1a-7898-1237-704177941723,CHN,JINHAI825,2024-07-23T15:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412422734,,BZV3U,2017-10-24T06:22:14Z,2024-08-23T02:29:58Z,119.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c7ea1a35d-dedc-1a8f-a598-450e4089b869,TWN,JIN YI,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,416238600,8684981,BI2611,2019-12-19T05:51:46Z,2024-08-23T02:14:36Z,227.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1b05150f7-7272-a63f-3ef6-dcd9067b01ff,TWN,HSIANG CHING TSAI,2024-07-23T00:00:00Z,2024-07-29T02:00:00Z,SQUID_JIGGER,FISHING,416253600,,BL2140,2018-05-29T02:50:47Z,2024-08-01T20:35:55Z,65.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",467fa4356-60f3-d9f7-0625-f32c9b01b2bc,TWN,ZI LI FA,2024-07-23T00:00:00Z,2024-08-12T04:00:00Z,SQUID_JIGGER,FISHING,416189700,8996322,BI2597,2023-08-14T03:49:14Z,2024-08-12T04:53:49Z,59.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3f90e8f6c-c0af-02fa-e773-05e9d30d80eb,JPN,ASAHIMARU NO.11,2024-08-06T16:00:00Z,2024-08-18T22:00:00Z,POLE_AND_LINE,FISHING,431484000,9816438,7JYQ,2022-03-29T23:13:31Z,2024-08-23T23:59:58Z,295.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ba442907a-aae2-4c6a-85c8-6ac4c0b92c55,JPN,CHOKYU MARU NO.35,2024-07-30T06:00:00Z,2024-08-05T17:00:00Z,DRIFTING_LONGLINES,FISHING,432411000,9279953,JEXV,2012-01-01T05:58:35Z,2024-08-23T23:59:04Z,156.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",6b6ffb4c6-6807-c452-0b7e-db9f171e3b61,CHN,FUYUANYU8645,2024-08-07T05:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412549374,,BZW7V,2022-04-19T07:49:57Z,2024-08-23T23:59:43Z,378.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1d85a4d52-279f-e1a7-0624-335247affe76,CHN,FUYUANYULENG19,2024-08-19T10:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412440254,,BZU5K,2020-05-30T02:15:57Z,2024-08-23T23:24:08Z,41.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",160acc07e-e171-8573-79dc-d289cceee5e8,CHN,LURONGYUANYUYUN789,2024-08-09T20:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412330149,,BCLN9,2020-11-06T01:17:51Z,2024-08-23T22:54:32Z,132.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8dbd95455-5c5a-831f-bb5b-8a960c0622c9,JPN,KOEIMARU,2024-07-23T00:00:00Z,2024-07-28T18:00:00Z,POLE_AND_LINE,FISHING,431046000,,JH3463,2018-05-30T00:52:06Z,2024-08-23T22:20:39Z,54.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",67451f31f-f569-b88f-ae8e-0bb319a6cee0,TWN,JIN MING CAI NO6,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416002724,,BJ4658,2021-04-14T10:13:11Z,2024-08-23T23:56:48Z,742.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",268de2df2-271a-3f39-74aa-caffcc2921ee,CHN,ZHOU YU 910,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412421146,,BZUL8,2018-05-27T06:26:00Z,2024-08-23T23:24:00Z,480.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ce5b1239f-fb93-f8a3-2d27-f1f54e18a5d9,CHN,ZHOUYU938,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,INCONCLUSIVE,FISHING,412549601,,BZVF8,2024-01-20T05:26:00Z,2024-08-23T23:59:51Z,744.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ade2fd018-8acc-7a73-5e08-47e28604ab4f,JPN,MEIHO MARU NO37,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,POLE_AND_LINE,FISHING,431579000,,7KAV,2018-02-13T00:49:14Z,2024-08-23T23:59:54Z,551.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",44f46638f-fb41-95ca-4eca-2acc0247013d,TWN,,2024-07-23T00:00:00Z,2024-07-30T07:00:00Z,DRIFTING_LONGLINES,FISHING,416227800,,BJ5004,2015-12-16T22:52:16Z,2024-08-23T01:19:37Z,163.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",6a7088eed-d616-78ae-d7b8-2697756d3008,TWN,WAN ZHAO NO.168,2024-07-23T00:00:00Z,2024-08-14T19:00:00Z,DRIFTING_LONGLINES,FISHING,416000993,,BJ4413,2021-03-05T23:26:35Z,2024-08-23T20:41:05Z,359.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f299265a0-05cb-5956-4303-5622ba3b6272,TWN,SHUN WUN FA,2024-07-23T03:00:00Z,2024-08-01T02:00:00Z,DRIFTING_LONGLINES,FISHING,416228900,,BJ5006,2016-12-09T03:47:07Z,2024-08-14T03:32:41Z,24.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",5e825d3fe-ee7e-c37a-1d20-24d328ddd8b9,CHN,FU YUAN YU YUN 991,2024-08-14T13:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412549515,9920954,BZ2US,2022-10-29T05:45:28Z,2024-08-23T23:59:04Z,73.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",9a268842c-cdc1-f3cc-9400-557eb622550f,CHN,LU HUANG YUAN YU 118,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412331088,,BZTE9,2015-01-11T23:56:37Z,2024-08-23T23:58:18Z,361.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",47703cd58-8f0a-9e83-7678-edb72494c4ca,CHN,FUYUANYU663,2024-07-23T01:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440485,,BVJK8,2024-03-21T08:40:36Z,2024-08-23T20:07:44Z,392.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",51d002bfc-c972-31f8-a9c4-08cdbe926447,CHN,XIN HAI 1209,2024-07-23T04:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412209139,,BZYS8,2022-03-27T00:00:26Z,2024-08-23T23:58:13Z,514.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b15f599df-fc44-6897-6473-9c173f8d5f6f,CHN,ZHONG JU LENG1,2024-07-23T00:00:00Z,2024-08-03T17:00:00Z,CARRIER,CARRIER,412421078,9829435,BZW6L,2018-01-13T04:41:53Z,2024-08-23T23:54:15Z,282.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",7f4c18e6c-ca41-2b4c-feda-45f001104a88,CHN,FUYUANYU8731,2024-07-23T04:00:00Z,2024-08-14T05:00:00Z,FISHING,FISHING,412549357,,BZW9N,2024-04-12T01:25:16Z,2024-08-23T23:58:12Z,408.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",753aac8d7-7b8c-e8c2-c675-64dc9ffef33f,CHN,LU PENG YUANYU017,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412329634,8775613,BZSD2,2022-12-03T07:56:35Z,2024-08-23T04:53:42Z,291.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",6c1bac091-1093-4e9c-79be-10ae8114690a,CHN,YONG FA NO.5,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412439617,9789221,BZV5Y,2022-03-15T06:36:19Z,2024-08-23T04:50:32Z,449.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",f7e30df96-69f8-97fd-afb7-72eb15d08fc3,CHN,ZHAN HAI 003,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412549087,9904156,BZWD7,2022-12-18T02:45:47Z,2024-08-23T03:47:23Z,343.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",aae1cb7a7-75b0-4e34-48bb-ada3b722fc6d,CHN,LU PENG YUAN YU 089,2024-07-23T03:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412331148,,BZSG4,2022-09-28T17:13:32Z,2024-08-23T00:52:07Z,148.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",eca1af533-31bd-12c3-45ef-a4412b3d7f7a,CHN,LU RONG YUAN YU 998,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412329638,8775326,BBIR1,2020-08-10T07:39:44Z,2024-08-23T23:58:41Z,406.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",9e9e2bd23-35dc-8602-ef1a-353004a38a58,TWN,CHUN I NO.1,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,416239500,8681496,BL2110,2022-12-26T01:02:39Z,2024-08-23T23:59:56Z,390.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",121141e0d-ddfa-8a59-9ba8-49e19de5b768,,1,2024-08-06T17:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,100902447,,,2019-01-17T02:58:13Z,2024-08-23T17:12:04Z,332.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a12f87592-2ea4-920d-513a-f7e582437c69,JPN,"NIKKO MARU N0,11",2024-07-31T08:00:00Z,2024-08-20T08:00:00Z,POLE_AND_LINE,FISHING,431768000,,JDNH,2012-12-14T01:45:31Z,2024-08-23T23:59:21Z,481.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",fb5a669f3-3123-98fb-b31e-abbd52b78f5e,TWN,SHIN DER YIH NO.168,2024-08-06T16:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416001252,8342105,BJ4505,2023-07-18T03:06:25Z,2024-08-23T23:59:51Z,392.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",eea1019ca-a6d2-4562-cc1b-654ab50f28f2,CHN,FU YUAN YU LENG 222,2024-07-30T06:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412549405,,BZ9VT,2021-09-13T20:18:56Z,2024-08-23T22:54:48Z,420.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",740c73ea2-2585-be9d-3e69-660fbd574da6,CHN,,2024-08-22T13:00:00Z,2024-08-22T13:00:00Z,SQUID_JIGGER,FISHING,412329655,,,2015-10-13T21:32:26Z,2024-08-22T13:46:22Z,1.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",36152e549-95d0-fa99-084b-ed2c08916265,JPN,TAIKIMARU NO5,2024-08-11T18:00:00Z,2024-08-12T05:00:00Z,FISHING,FISHING,431247000,,7JUV,2018-08-28T12:55:34Z,2024-08-23T23:58:15Z,11.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3b5324b4b-bd74-fa74-5ea6-55a5619788fc,JPN,ANYO MARU NO.28,2024-08-11T19:00:00Z,2024-08-14T05:00:00Z,FISHING,FISHING,431372000,,7JXW,2017-11-12T00:10:29Z,2024-08-23T21:05:44Z,23.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",cf3486460-015e-824f-414d-fe444c3b9147,TWN,HER HUNG NO.168,2024-08-09T10:00:00Z,2024-08-20T05:00:00Z,SQUID_JIGGER,FISHING,416004853,9766700,BL-2167,2021-07-09T02:07:42Z,2024-08-20T05:35:02Z,120.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",7050b4628-8d2f-a1e8-b42f-71a8ca635532,JPN,MIKASA MARU NO.8,2024-08-11T19:00:00Z,2024-08-20T00:00:00Z,SQUID_JIGGER,FISHING,432873000,,,2017-05-26T11:29:10Z,2024-08-23T01:55:29Z,28.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",0641ed39e-ea70-cedf-7842-56adbc87a669,VUT,MING HANG 5,2024-07-26T15:00:00Z,2024-08-03T13:00:00Z,CARRIER,CARRIER,577628000,8921470,YJXR5,2023-02-13T18:06:45Z,2024-08-23T23:35:12Z,191.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",35ed59f45-5338-4bb1-8c29-e1cc60b6055f,LBR,LAKE LUGU,2024-07-23T15:00:00Z,2024-07-30T11:00:00Z,OTHER,OTHER,636021539,9946087,5LEK8,2024-05-05T01:47:08Z,2024-08-23T23:59:54Z,165.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",baee117e1-12c8-b729-0a89-69be2e668bad,JPN,SUZUMARU NO.78,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,431801340,,JD4270,2018-05-22T01:03:09Z,2024-08-23T22:52:51Z,503.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",09a5a76b1-19df-66be-8beb-39f2ff136275,CHN,ZHOU YU 809,2024-07-23T05:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412401260,,BKWI,2017-11-05T21:16:13Z,2024-08-23T23:59:17Z,511.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",db80c113e-e270-bf6e-b06d-4b18dcf4291a,JPN,EIYUMARU NO.28,2024-07-23T01:00:00Z,2024-07-25T17:00:00Z,DRIFTING_LONGLINES,FISHING,431003491,,,2015-08-21T08:27:27Z,2024-08-23T04:13:15Z,9.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",745c4bd39-95df-c675-d9b6-10dcd88d0bc1,JPN,SATOMARU,2024-07-23T01:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,431501661,,,2016-01-08T00:44:51Z,2024-08-23T22:53:32Z,210.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",3140e9468-8c50-c165-7f35-a99a3b2550af,TWN,YOU JI YI,2024-07-23T00:00:00Z,2024-08-08T19:00:00Z,DRIFTING_LONGLINES,FISHING,416227600,,BJ5003,2018-09-10T00:58:54Z,2024-08-23T23:12:12Z,252.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",8d2401eaa-ad1c-1017-2dfa-96bccbf80b1c,TWN,JIN MAN XIANG NO.36,2024-07-23T03:00:00Z,2024-07-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416002938,,,2017-07-15T11:01:02Z,2024-08-23T23:51:46Z,74.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",b44051dd5-56b3-4a89-b009-bb5baaf85aa1,CHN,HUA YING 819,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412422704,,BZV9K,2024-03-19T03:57:54Z,2024-08-23T22:55:59Z,235.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",0ef84024d-da6b-a49e-301d-cee9a9fc8ea3,JPN,TAIKIMARU NO.81,2024-08-06T02:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,432907000,,7JOB,2013-04-24T01:09:57Z,2024-08-23T22:53:25Z,109.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",821412ee6-6b20-dd21-0647-ac5146b16a77,TWN,SHIN DER YIH NO.186,2024-08-18T20:00:00Z,2024-08-22T23:00:00Z,DRIFTING_LONGLINES,FISHING,416002304,,BJ4787,2012-08-03T05:01:40Z,2024-08-23T22:52:44Z,88.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,CHN,FU YUAN YU 082,2024-07-23T03:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440479,,BZUN8,2019-08-07T14:42:54Z,2024-08-23T17:09:51Z,322.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",70a864e28-86bd-aa6c-6619-29809ecc9661,CHN,ZHAN HAI 001,2024-07-23T00:00:00Z,2024-08-22T18:00:00Z,SQUID_JIGGER,FISHING,412549016,9884485,BZWA3,2023-02-07T08:14:47Z,2024-08-23T23:59:54Z,460.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",c5a8ad39b-b454-cd67-101b-d51eeeb77a0f,CHN,FV.LUWEIYUANYUYUN777,2024-07-23T00:00:00Z,2024-08-02T03:00:00Z,CARRIER,CARRIER,412331208,,BBIT7,2015-12-01T02:13:36Z,2024-08-23T23:50:11Z,181.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",bcc78e717-7a8a-6ef6-7fc0-60bfeb354117,CHN,FU YUAN YU 608,2024-07-23T04:00:00Z,2024-08-22T23:00:00Z,FISHING,FISHING,412440249,,BZU6F,2020-05-19T23:05:09Z,2024-08-23T23:25:52Z,239.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",d5b1660d4-4d9a-f846-5b38-3d1aa1028712,CHN,FU YUAN YU 198,2024-07-25T03:00:00Z,2024-08-21T03:00:00Z,SQUID_JIGGER,FISHING,412440384,,,2018-08-28T12:20:43Z,2024-08-21T03:02:51Z,62.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",17be01f10-032c-7c09-55ac-5e6cd75d1f7b,TWN,LIEN YU FA NO31,2024-07-23T00:00:00Z,2024-08-04T18:00:00Z,DRIFTING_LONGLINES,FISHING,416000855,,BJ4736,2020-11-27T03:41:21Z,2024-08-13T14:44:47Z,214.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",82c942474-42d7-74b2-d607-a4236281f29d,JPN,SYUUHOUMARU,2024-08-22T21:00:00Z,2024-08-22T21:00:00Z,DRIFTING_LONGLINES,FISHING,431501605,,,2017-06-09T04:58:20Z,2024-08-23T22:40:09Z,1.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a28f3f51c-cb7d-32eb-58f3-31c4b187b530,TWN,XING HUA SHENG NO616,2024-08-07T18:00:00Z,2024-08-10T09:00:00Z,SQUID_JIGGER,FISHING,416233800,8682062,BI2600,2019-12-26T07:40:29Z,2024-08-23T23:55:23Z,64.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",806e7127e-e74b-0b8a-941a-a5c72c079ad9,TWN,SHUENN MAN NO100,2024-07-30T13:00:00Z,2024-08-18T01:00:00Z,SQUID_JIGGER,FISHING,416251600,9842700,BL2138,2019-11-26T13:19:23Z,2024-08-18T01:53:23Z,49.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",1e811fc66-67c6-350e-457b-4049f83a0918,TWN,HSIANG YUN WANG,2024-07-30T10:00:00Z,2024-08-19T02:00:00Z,SQUID_JIGGER,FISHING,416005723,9885128,BL2148,2022-11-11T19:25:11Z,2024-08-23T23:59:19Z,149.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",e9d2f42ae-e54a-9e12-c47a-10992f403a5c,JPN,SEISHOMARU NO.1,2024-07-30T09:00:00Z,2024-07-31T06:00:00Z,TUNA_PURSE_SEINES,FISHING,432989000,,7JRO,2021-12-25T07:58:58Z,2024-08-23T15:57:50Z,8.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ee5c7e780-0350-8781-04b6-efdf1dddc43e,JPN,SAGAMYOJIN MARUNO.23,2024-07-29T10:00:00Z,2024-07-29T15:00:00Z,POLE_AND_LINE,FISHING,431006099,,7JSU,2015-02-03T01:37:53Z,2024-08-23T22:18:22Z,2.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",4c16b33b8-8ee6-bcd2-a8a8-fa36b48d4859,CHN,PUYUAN898,2024-08-19T15:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412420467,,BZ6VK,2018-07-04T03:56:24Z,2024-08-23T23:51:08Z,76.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",9d3fba772-23c6-49fa-dae5-197fb78c34bb,CHN,HONG RUN 3,2024-08-04T16:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412420229,,BZ1UV,2018-05-18T01:43:32Z,2024-08-23T22:55:42Z,382.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",4bfdb3acc-c7fc-8511-57e8-12615e2d1f91,CHN,ZHOU YU 901,2024-08-20T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,412420872,,BZU7C,2013-09-24T10:36:23Z,2024-08-23T22:55:40Z,66.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ba40a22f5-59d7-7606-75bf-4fac8c45d1d1,TWN,HSIANG FA NO.8,2024-08-11T03:00:00Z,2024-08-21T04:00:00Z,SQUID_JIGGER,FISHING,416005571,9862633,BL2147,2019-11-11T20:44:07Z,2024-08-21T04:23:50Z,163.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",a48fd5a1e-e473-0a8d-4050-cd198084029a,JPN,TAIKIMARU NO.3,2024-08-11T18:00:00Z,2024-08-20T00:00:00Z,FISHING,FISHING,432872000,,JD3387,2018-05-19T02:47:13Z,2024-08-23T00:05:02Z,38.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ca65d28b3-37df-4bb1-d58c-12626338e41b,BHS,PERUVIAN REEFER,2024-08-20T02:00:00Z,2024-08-21T10:00:00Z,CARRIER,CARRIER,311957000,8917572,C6UM3,2012-01-21T08:47:45Z,2024-08-23T23:59:34Z,33.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",81a4b60ff-f3fd-987b-5d28-8d254ec9b9a7,CHN,FU YUAN YU YUN 998,2024-08-20T23:00:00Z,2024-08-22T23:00:00Z,CARRIER,CARRIER,412440653,,BZUV2,2021-06-23T23:27:17Z,2024-08-23T23:58:38Z,30.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",89c40e37d-d82e-0f66-bdb3-45949c3544ce,JPN,FUKUYOSHIMARU,2024-07-25T19:00:00Z,2024-08-04T04:00:00Z,POLE_AND_LINE,FISHING,431200010,,JH3244,2020-02-27T21:44:33Z,2024-08-21T04:02:47Z,9.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",52b0a84e2-21f9-f0d4-2ad9-29626ac66c55,JPN,FUKUTOKUMARU NO.88,2024-07-23T00:00:00Z,2024-07-29T17:00:00Z,POLE_AND_LINE,FISHING,431200150,,JH3407,2015-04-09T07:33:47Z,2024-08-22T00:02:13Z,63.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",e0695fd39-9713-6460-ca30-650f23860673,TWN,MAN I FENG NO22,2024-07-23T00:00:00Z,2024-08-03T10:00:00Z,DRIFTING_LONGLINES,FISHING,416000205,,BJ4483,2013-01-18T12:27:35Z,2024-08-15T09:17:25Z,210.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",9c893939e-e954-021b-f94e-a1c97fb94098,JPN,NIKKO MARU NO51,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,POLE_AND_LINE,FISHING,431935000,9162576,JFJX,2023-03-22T05:28:27Z,2024-08-23T23:59:31Z,525.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",ac212114f-f3b1-00ab-786b-e4ea8e3ab18f,JPN,NO23 CHIDORIMARU,2024-07-23T00:00:00Z,2024-08-22T23:00:00Z,SQUID_JIGGER,FISHING,431700850,,JE3038,2016-09-19T16:47:54Z,2024-08-23T23:31:21Z,458.00
"2024-07-23T00:00:00.000Z,2024-08-24T00:00:00.000Z",591ef6318-817a-9fe6-e91d-413d09fcbbd0,TWN,ZI DA HSIN,2024-07-23T11:00:00Z,2024-08-19T02:00:00Z,SQUID_JIGGER,FISHING,416253700,,BL2142,2018-04-24T07:09:18Z,2024-08-19T02:29:11Z,145.00
