ssvid,imo,poor_id,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing,vessel_id_1,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,vv_url,new_ves
412549513,NA,FALSE,b264d6dec-c15c-ba97-a68e-bae1bdf8346e,FU YUAN YU YUN 088,BZ9UQ,CHN,carrier,carrier,412549513-b264d6dec-c15c-ba97-a68e-bae1bdf8346e-0196c9029d90,13/05/2025 09:38,CHN,FUZHOU,3,20.58,0,0,0,b264d6dec-c15c-ba97-a68e-bae1bdf8346e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b264d6dec-c15c-ba97-a68e-bae1bdf8346e?&start=2025-05-11&end=2025-06-02,FALSE
412549528,8537360,FALSE,b7f72689e-ec06-1971-a0ca-45356139c1bc,XIN HAI LENG 1,BZT08,CHN,carrier,carrier,412549528-b7f72689e-ec06-1971-a0ca-45356139c1bc-0196f16c0370,21/05/2025 05:58,CHN,NINGBO,4,12.75,1,5,0,b7f72689e-ec06-1971-a0ca-45356139c1bc,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b7f72689e-ec06-1971-a0ca-45356139c1bc?&start=2025-05-19&end=2025-06-02,FALSE
412549556,8607244,FALSE,b47d73bc2-2ed4-e645-4a52-705ce3584e01,HAILI,BIWV,CHN,fishing,trawlers,412549556-b47d73bc2-2ed4-e645-4a52-705ce3584e01-01966d5afa28,25/04/2025 14:30,KOR,BUSAN,4,38.38,2,23,54,b47d73bc2-2ed4-e645-4a52-705ce3584e01,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b47d73bc2-2ed4-e645-4a52-705ce3584e01?&start=2025-04-23&end=2025-06-02,FALSE
412549569,1033274,FALSE,12c7004e3-346b-f730-d6e6-3cc53296b4ba,ZHOU YU 961,BZYW,CHN,fishing,fishing,412549569-12c7004e3-346b-f730-d6e6-3cc53296b4ba-019631c285d0,14/04/2025 00:45,CHN,ZHOUSHAN,4,49.96,0,34,40,12c7004e3-346b-f730-d6e6-3cc53296b4ba,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/12c7004e3-346b-f730-d6e6-3cc53296b4ba?&start=2025-04-12&end=2025-06-02,FALSE
412549571,1033315,FALSE,1e239f330-0430-689a-6d1a-dcb022de003a,ZHOU YU 962,BZYJ,CHN,fishing,fishing,412549571-1e239f330-0430-689a-6d1a-dcb022de003a-019631baf068,14/04/2025 00:37,CHN,ZHOUSHAN,4,49.96,0,24,38,1e239f330-0430-689a-6d1a-dcb022de003a,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1e239f330-0430-689a-6d1a-dcb022de003a?&start=2025-04-12&end=2025-06-02,FALSE
412549572,1033327,FALSE,81ab1db66-606a-c22b-11c3-2929172bf9ab,ZHOU YU 965,BZZG5,CHN,fishing,fishing,412549572-81ab1db66-606a-c22b-11c3-2929172bf9ab-019631e3d910,14/04/2025 01:22,CHN,ZHOUSHAN,4,49.92,0,26,40,81ab1db66-606a-c22b-11c3-2929172bf9ab,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/81ab1db66-606a-c22b-11c3-2929172bf9ab?&start=2025-04-12&end=2025-06-02,FALSE
412549573,1033212,FALSE,646547279-9d22-cf21-46f5-2aa1cfe15e79,ZHOU YU 960,BZSD,CHN,fishing,pole_and_line,412549573-646547279-9d22-cf21-46f5-2aa1cfe15e79-019631c64e90,14/04/2025 00:50,CHN,ZHOUSHAN,4,49.96,0,25,37,646547279-9d22-cf21-46f5-2aa1cfe15e79,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/646547279-9d22-cf21-46f5-2aa1cfe15e79?&start=2025-04-12&end=2025-06-02,FALSE
412549575,1033339,FALSE,1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08,ZHOU YU 966,BZZG7,CHN,fishing,fishing,412549575-1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08-019636fd86f8,15/04/2025 01:08,CHN,ZHOUSHAN,4,48.92,0,31,39,1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1370d428f-f8ca-9b7d-305d-cbfc4e4b6a08?&start=2025-04-13&end=2025-06-02,FALSE
412549576,1033341,FALSE,df3721930-0f82-a984-06b5-8af92e5f8114,ZHOU YU 967,BZZG7,CHN,fishing,fishing,412549576-df3721930-0f82-a984-06b5-8af92e5f8114-01964b9b5040,19/04/2025 01:13,CHN,ZHOUSHAN,4,44.92,0,26,34,df3721930-0f82-a984-06b5-8af92e5f8114,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/df3721930-0f82-a984-06b5-8af92e5f8114?&start=2025-04-17&end=2025-06-02,FALSE
412549577,1033353,FALSE,42f567cf2-2324-6ba1-ab5f-3a8fae34e330,ZHOUYU968,BZZG8,CHN,fishing,pole_and_line,412549577-42f567cf2-2324-6ba1-ab5f-3a8fae34e330-01964bb30690,19/04/2025 01:39,CHN,ZHOUSHAN,4,44.92,0,13,32,42f567cf2-2324-6ba1-ab5f-3a8fae34e330,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/42f567cf2-2324-6ba1-ab5f-3a8fae34e330?&start=2025-04-17&end=2025-06-02,FALSE
412549597,1046398,FALSE,47223ae45-5a3a-a9e2-6b02-5a9e5027202e,ZHOU YU 935,BZVF5,CHN,fishing,fishing,412549597-47223ae45-5a3a-a9e2-6b02-5a9e5027202e-019631d7dea8,14/04/2025 01:09,CHN,ZHOUSHAN,4,49.92,0,34,45,47223ae45-5a3a-a9e2-6b02-5a9e5027202e,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/47223ae45-5a3a-a9e2-6b02-5a9e5027202e?&start=2025-04-12&end=2025-06-02,FALSE
412549598,1046477,FALSE,3fea25309-991e-f480-8765-bd49fbdd1382,ZHOU YU 936,BZVF6,CHN,fishing,fishing,412549598-3fea25309-991e-f480-8765-bd49fbdd1382-019636fbbdf0,15/04/2025 01:06,CHN,ZHOUSHAN,4,48.92,0,46,40,3fea25309-991e-f480-8765-bd49fbdd1382,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/3fea25309-991e-f480-8765-bd49fbdd1382?&start=2025-04-13&end=2025-06-02,FALSE
412549599,1046520,FALSE,aab370ce6-656c-8836-d642-6e65a2503a2b,ZHOU YU 937,BZVF7,CHN,fishing,fishing,412549599-aab370ce6-656c-8836-d642-6e65a2503a2b-019631d2aaa0,14/04/2025 01:03,CHN,ZHOUSHAN,3,49.92,0,34,57,aab370ce6-656c-8836-d642-6e65a2503a2b,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/aab370ce6-656c-8836-d642-6e65a2503a2b?&start=2025-04-12&end=2025-06-02,FALSE
412549601,1046532,FALSE,55a6ab640-0147-536b-157b-3b7586c1916f,ZHOUYU938,BZVF8,CHN,fishing,fishing,412549601-55a6ab640-0147-536b-157b-3b7586c1916f-019631aec720,14/04/2025 00:24,CHN,ZHOUSHAN,3,49.96,0,34,41,55a6ab640-0147-536b-157b-3b7586c1916f,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/55a6ab640-0147-536b-157b-3b7586c1916f?&start=2025-04-12&end=2025-06-02,FALSE
412549671,1103574,FALSE,aea700663-3908-b61f-72e7-58522264c30f,ZHOU YU 939,BKUL,CHN,fishing,inconclusive,412549671-aea700663-3908-b61f-72e7-58522264c30f-01964ba8b208,19/04/2025 01:27,CHN,ZHOUSHAN,3,44.92,0,20,31,aea700663-3908-b61f-72e7-58522264c30f,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/aea700663-3908-b61f-72e7-58522264c30f?&start=2025-04-17&end=2025-06-02,FALSE
412549672,NA,FALSE,fa0c2293d-d401-c7e4-7650-0995ec2e4a93,ZHOU YU 940,BKUM,CHN,fishing,inconclusive,412549672-fa0c2293d-d401-c7e4-7650-0995ec2e4a93-01964baa1198,19/04/2025 01:29,CHN,ZHOUSHAN,4,44.92,0,38,38,fa0c2293d-d401-c7e4-7650-0995ec2e4a93,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fa0c2293d-d401-c7e4-7650-0995ec2e4a93?&start=2025-04-17&end=2025-06-02,TRUE
412549673,1103603,FALSE,9c4795097-7e65-37aa-4fd7-4dc291d7e1a8,ZHOU YU 951,BKUM2,CHN,fishing,fishing,412549673-9c4795097-7e65-37aa-4fd7-4dc291d7e1a8-01964bb59ea0,19/04/2025 01:41,CHN,ZHOUSHAN,3,44.92,0,40,42,9c4795097-7e65-37aa-4fd7-4dc291d7e1a8,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/9c4795097-7e65-37aa-4fd7-4dc291d7e1a8?&start=2025-04-17&end=2025-06-02,FALSE
412549675,1103641,FALSE,1386c106c-c64a-d944-a8ea-9a5e5386c106,ZHOU YU 952,BKWI,CHN,fishing,fishing,412549675-1386c106c-c64a-d944-a8ea-9a5e5386c106-01964bb95f90,19/04/2025 01:46,CHN,ZHOUSHAN,3,44.92,0,40,39,1386c106c-c64a-d944-a8ea-9a5e5386c106,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1386c106c-c64a-d944-a8ea-9a5e5386c106?&start=2025-04-17&end=2025-06-02,FALSE
412549676,1103706,FALSE,218275b40-0880-d8cb-7e13-bfbe583dab5f,ZHOU YU 953,BKWI2,CHN,fishing,fishing,412549676-218275b40-0880-d8cb-7e13-bfbe583dab5f-01964ba51ff8,19/04/2025 01:23,CHN,ZHOUSHAN,4,44.92,0,28,35,218275b40-0880-d8cb-7e13-bfbe583dab5f,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/218275b40-0880-d8cb-7e13-bfbe583dab5f?&start=2025-04-17&end=2025-06-02,FALSE
412672140,9983982,FALSE,243db9adc-cd05-6ec7-ba95-dbeb513ef919,ZHOU YU 932,BKWM2,CHN,fishing,fishing,412672140-243db9adc-cd05-6ec7-ba95-dbeb513ef919-019631dd5518,14/04/2025 01:15,CHN,ZHOUSHAN,4,49.92,0,29,40,243db9adc-cd05-6ec7-ba95-dbeb513ef919,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/243db9adc-cd05-6ec7-ba95-dbeb513ef919?&start=2025-04-12&end=2025-06-02,FALSE
412672150,9983970,FALSE,556f929d4-4440-6dcf-37b9-318d4ce05242,ZHOU YU 931,BKWM,CHN,fishing,fishing,412672150-556f929d4-4440-6dcf-37b9-318d4ce05242-01964b99f0b0,19/04/2025 01:11,CHN,ZHOUSHAN,3,44.92,0,46,42,556f929d4-4440-6dcf-37b9-318d4ce05242,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/556f929d4-4440-6dcf-37b9-318d4ce05242?&start=2025-04-17&end=2025-06-02,FALSE
412694950,NA,FALSE,f025c4c84-4487-4bea-102f-0f7e6c063dc7,FU YUAN YU F86,BZ1UR,CHN,carrier,carrier,412694950-f025c4c84-4487-4bea-102f-0f7e6c063dc7-0197239a8678,30/05/2025 23:50,CHN,FUZHOU,3,3,0,0,0,f025c4c84-4487-4bea-102f-0f7e6c063dc7,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f025c4c84-4487-4bea-102f-0f7e6c063dc7?&start=2025-05-28&end=2025-06-02,FALSE
413459190,9797527,FALSE,f43828d25-53ce-3958-40ab-dbb8da7be302,YONG FA YUN 12,BLBN2,CHN,carrier,carrier,413459190-f43828d25-53ce-3958-40ab-dbb8da7be302-0196eb593fe8,20/05/2025 01:40,KOR,BUSAN,4,13.92,2,5,0,f43828d25-53ce-3958-40ab-dbb8da7be302,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f43828d25-53ce-3958-40ab-dbb8da7be302?&start=2025-05-18&end=2025-06-02,TRUE
416000137,NA,FALSE,6b7c3ce03-3c22-5262-b94d-83e825610cee,JENN FENG YI NO1,BG3819,TWN,fishing,drifting_longlines,416000137-6b7c3ce03-3c22-5262-b94d-83e825610cee-0196b2cbf468,09/05/2025 02:07,TWN,DONGGANG,4,24.88,0,8,24,6b7c3ce03-3c22-5262-b94d-83e825610cee,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6b7c3ce03-3c22-5262-b94d-83e825610cee?&start=2025-05-07&end=2025-06-02,TRUE
416000141,NA,FALSE,c04309ae4-4ae9-3453-5220-6978d617c866,HORNG YIH FWU NO.168,BJ4551,TWN,fishing,drifting_longlines,416000141-c04309ae4-4ae9-3453-5220-6978d617c866-01963804e0f0,15/04/2025 05:56,TWN,SUAO,4,48.75,0,34,18,c04309ae4-4ae9-3453-5220-6978d617c866,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c04309ae4-4ae9-3453-5220-6978d617c866?&start=2025-04-13&end=2025-06-02,FALSE
416000238,NA,FALSE,6b4203ba1-1ce3-5696-7d56-7859a12d6be0,TIAN HER FA,BJ4663,TWN,fishing,drifting_longlines,416000238-6b4203ba1-1ce3-5696-7d56-7859a12d6be0-019603f3cec0,05/04/2025 03:17,TWN,DONGGANG,4,58.83,0,39,69,6b4203ba1-1ce3-5696-7d56-7859a12d6be0,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6b4203ba1-1ce3-5696-7d56-7859a12d6be0?&start=2025-04-03&end=2025-06-02,FALSE
416000284,NA,FALSE,aa5af2fc3-359d-9770-bb56-80645e4bfc83,YU SHENG FA,BJ4622,TWN,fishing,drifting_longlines,416000284-aa5af2fc3-359d-9770-bb56-80645e4bfc83-0195a6fa9190,18/03/2025 01:59,TWN,DONGGANG,4,76.92,0,64,95,aa5af2fc3-359d-9770-bb56-80645e4bfc83,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/aa5af2fc3-359d-9770-bb56-80645e4bfc83?&start=2025-03-16&end=2025-06-02,FALSE
416000292,NA,FALSE,efac66d4b-b1c0-c88c-96bf-60fde7329e91,HO LINE TSAI,HOLINE,TWN,fishing,drifting_longlines,416000292-efac66d4b-b1c0-c88c-96bf-60fde7329e91-019715053400,28/05/2025 03:52,TWN,DONGGANG,3,5.83,0,0,0,efac66d4b-b1c0-c88c-96bf-60fde7329e91,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/efac66d4b-b1c0-c88c-96bf-60fde7329e91?&start=2025-05-26&end=2025-06-02,TRUE
416000358,NA,FALSE,eeaa46846-6fac-5ecd-379d-20388da72ae3,JIN MAAN SHYANG 12,BJ4673,TWN,fishing,drifting_longlines,416000358-eeaa46846-6fac-5ecd-379d-20388da72ae3-01963c3ea2a0,16/04/2025 01:37,TWN,DONGGANG,4,47.92,0,42,51,eeaa46846-6fac-5ecd-379d-20388da72ae3,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/eeaa46846-6fac-5ecd-379d-20388da72ae3?&start=2025-04-14&end=2025-06-02,FALSE
416000412,NA,FALSE,f964cb91d-d849-6b92-e962-e6f09fc0eb0d,NA,BJ3929,TWN,fishing,set_longlines,416000412-f964cb91d-d849-6b92-e962-e6f09fc0eb0d-0196e7ab6a88,19/05/2025 08:31,TWN,SUAO,4,14.63,0,0,0,f964cb91d-d849-6b92-e962-e6f09fc0eb0d,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f964cb91d-d849-6b92-e962-e6f09fc0eb0d?&start=2025-05-17&end=2025-06-02,TRUE
416000519,NA,FALSE,43b0280f5-53d7-d643-e53e-9376fe8441bb,JINN JYI CHYUNG 268,NA,TWN,fishing,drifting_longlines,416000519-43b0280f5-53d7-d643-e53e-9376fe8441bb-01971add30a8,29/05/2025 07:06,TWN,DONGGANG,4,4.67,0,0,1,43b0280f5-53d7-d643-e53e-9376fe8441bb,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/43b0280f5-53d7-d643-e53e-9376fe8441bb?&start=2025-05-27&end=2025-06-02,FALSE
416000855,NA,FALSE,17be01f10-032c-7c09-55ac-5e6cd75d1f7b,LIEN YU FA NO31,BJ4736,TWN,fishing,drifting_longlines,416000855-17be01f10-032c-7c09-55ac-5e6cd75d1f7b-0196f68d7d70,22/05/2025 05:53,TWN,DONGGANG,4,11.75,0,0,0,17be01f10-032c-7c09-55ac-5e6cd75d1f7b,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/17be01f10-032c-7c09-55ac-5e6cd75d1f7b?&start=2025-05-20&end=2025-06-02,FALSE
416001255,NA,FALSE,8348480fb-ba98-8db3-9701-367d4559e763,MAN  SHUEN  NO.12,BJ4636,TWN,fishing,drifting_longlines,416001255-8348480fb-ba98-8db3-9701-367d4559e763-0195a220d2d8,17/03/2025 03:23,TWN,SUAO,4,77.83,0,67,103,8348480fb-ba98-8db3-9701-367d4559e763,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8348480fb-ba98-8db3-9701-367d4559e763?&start=2025-03-15&end=2025-06-02,FALSE
416001665,NA,FALSE,dbe739090-0f93-192d-e2d6-f8de80f7755b,JIN CHING FA NO16,BJ3555,TWN,fishing,drifting_longlines,416001665-dbe739090-0f93-192d-e2d6-f8de80f7755b-01961d951640,10/04/2025 02:43,TWN,DONGGANG,4,53.88,0,36,65,dbe739090-0f93-192d-e2d6-f8de80f7755b,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/dbe739090-0f93-192d-e2d6-f8de80f7755b?&start=2025-04-08&end=2025-06-02,FALSE
416001799,NA,FALSE,c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc,HORNG YIH FWUM NO628,BJ4570,TWN,fishing,drifting_longlines,416001799-c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc-0196750ee6a8,27/04/2025 02:23,TWN,SUAO,4,36.88,0,3,0,c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc?&start=2025-04-25&end=2025-06-02,TRUE
416002127,NA,FALSE,41cb8b608-8ac2-3791-8446-45e03c6d20c9,JIN CHENG LI NO1,BJ4753,TWN,fishing,drifting_longlines,416002127-41cb8b608-8ac2-3791-8446-45e03c6d20c9-019710d238b0,27/05/2025 08:18,TWN,DONGGANG,3,6.63,0,0,0,41cb8b608-8ac2-3791-8446-45e03c6d20c9,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/41cb8b608-8ac2-3791-8446-45e03c6d20c9?&start=2025-05-25&end=2025-06-02,TRUE
416002174,NA,FALSE,6fddbee1c-c0e2-653c-3d95-8cdd59667ff0,HSIN YU FU NO111,BK7368,TWN,fishing,drifting_longlines,416002174-6fddbee1c-c0e2-653c-3d95-8cdd59667ff0-0196d6c32b48,16/05/2025 01:43,TWN,DONGGANG,4,17.92,0,4,2,6fddbee1c-c0e2-653c-3d95-8cdd59667ff0,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6fddbee1c-c0e2-653c-3d95-8cdd59667ff0?&start=2025-05-14&end=2025-06-02,TRUE
416002196,NA,FALSE,47622ec28-819e-178b-18c8-7220ce86e108,MING JYH FWU NO12,BJ4770,TWN,fishing,drifting_longlines,416002196-47622ec28-819e-178b-18c8-7220ce86e108-019721481e80,30/05/2025 13:01,TWN,DONGGANG,3,3.42,0,0,0,47622ec28-819e-178b-18c8-7220ce86e108,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/47622ec28-819e-178b-18c8-7220ce86e108?&start=2025-05-28&end=2025-06-02,TRUE
416002291,NA,FALSE,a03f1cb91-19d8-c564-8ae7-69521f8d59b7,JINN FWU TSAIR NO.66,BJ4785,TWN,fishing,drifting_longlines,416002291-a03f1cb91-19d8-c564-8ae7-69521f8d59b7-0196846bf208,30/04/2025 01:59,TWN,LIUQIU,4,33.92,0,26,15,a03f1cb91-19d8-c564-8ae7-69521f8d59b7,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/a03f1cb91-19d8-c564-8ae7-69521f8d59b7?&start=2025-04-28&end=2025-06-02,TRUE
416002298,NA,FALSE,0d586caac-ca93-1a84-c328-cb66a42ff990,JIN HAE FUN NO368,BJ4794,TWN,fishing,drifting_longlines,416002298-0d586caac-ca93-1a84-c328-cb66a42ff990-0195f472fb38,02/04/2025 03:02,TWN,DONGGANG,4,61.83,0,25,13,0d586caac-ca93-1a84-c328-cb66a42ff990,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/0d586caac-ca93-1a84-c328-cb66a42ff990?&start=2025-03-31&end=2025-06-02,FALSE
416002443,NA,FALSE,70d2ddb33-3772-064c-d56c-f1a2cd900398,HON YUN NO.23,BG3879,TWN,fishing,drifting_longlines,416002443-70d2ddb33-3772-064c-d56c-f1a2cd900398-0195bd1a20a8,22/03/2025 09:06,TWN,DONGGANG,4,72.58,0,32,33,70d2ddb33-3772-064c-d56c-f1a2cd900398,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/70d2ddb33-3772-064c-d56c-f1a2cd900398?&start=2025-03-20&end=2025-06-02,FALSE
416002605,NA,FALSE,f9d8387c5-5563-160f-058b-00a2b42bb6d8,YU CHUN NO166,BJ4837,TWN,fishing,drifting_longlines,416002605-f9d8387c5-5563-160f-058b-00a2b42bb6d8-01963202abb0,14/04/2025 01:55,TWN,LIUQIU,4,49.92,1,40,43,f9d8387c5-5563-160f-058b-00a2b42bb6d8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f9d8387c5-5563-160f-058b-00a2b42bb6d8?&start=2025-04-12&end=2025-06-02,FALSE
416002995,NA,FALSE,9dbb3b15a-a82a-d419-a9ea-fdb1c7f8ffb5,HE SHUN  NO 6,BG 3934,TWN,fishing,drifting_longlines,416002995-9dbb3b15a-a82a-d419-a9ea-fdb1c7f8ffb5-0196c8001210,13/05/2025 04:56,TWN,DONGGANG,4,20.79,0,5,6,9dbb3b15a-a82a-d419-a9ea-fdb1c7f8ffb5,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/9dbb3b15a-a82a-d419-a9ea-fdb1c7f8ffb5?&start=2025-05-11&end=2025-06-02,TRUE
416002998,NA,FALSE,0e1088bbb-b781-46a8-3665-a4e3edc3d35a,LIEN YU FA NO.32,BJ4607,TWN,fishing,drifting_longlines,416002998-0e1088bbb-b781-46a8-3665-a4e3edc3d35a-0196eb7b8170,20/05/2025 02:17,TWN,DONGGANG,4,13.88,0,0,0,0e1088bbb-b781-46a8-3665-a4e3edc3d35a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/0e1088bbb-b781-46a8-3665-a4e3edc3d35a?&start=2025-05-18&end=2025-06-02,TRUE
416003009,NA,FALSE,05591a105-58a6-1d55-7cd7-b1fa832f8367,MAAN YU FENG 3,BG4053,TWN,fishing,drifting_longlines,416003009-05591a105-58a6-1d55-7cd7-b1fa832f8367-0196753162c8,27/04/2025 03:01,TWN,DONGGANG,4,36.83,0,29,13,05591a105-58a6-1d55-7cd7-b1fa832f8367,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/05591a105-58a6-1d55-7cd7-b1fa832f8367?&start=2025-04-25&end=2025-06-02,TRUE
416003063,NA,FALSE,04e0b95fc-c047-7973-d9b4-b3d6cc87d38b,JINFU-SHENG,BJ4036,TWN,fishing,drifting_longlines,416003063-04e0b95fc-c047-7973-d9b4-b3d6cc87d38b-0196fa6e3a10,22/05/2025 23:57,TWN,DONGGANG,4,11,0,0,0,04e0b95fc-c047-7973-d9b4-b3d6cc87d38b,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/04e0b95fc-c047-7973-d9b4-b3d6cc87d38b?&start=2025-05-20&end=2025-06-02,TRUE
416003205,NA,FALSE,9dffa6c60-06a2-5977-f0b0-f033c3f81b94,LINE YU FA NO66,BJ4584,TWN,fishing,drifting_longlines,416003205-9dffa6c60-06a2-5977-f0b0-f033c3f81b94-0195cad203a0,25/03/2025 01:01,TWN,DONGGANG,3,69.92,2,50,57,9dffa6c60-06a2-5977-f0b0-f033c3f81b94,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/9dffa6c60-06a2-5977-f0b0-f033c3f81b94?&start=2025-03-23&end=2025-06-02,TRUE
416003315,NA,FALSE,702b325e5-58d5-4b68-bce3-a55f3aa71d2e,SHUN YI SIN,BJ4995,TWN,fishing,drifting_longlines,416003315-702b325e5-58d5-4b68-bce3-a55f3aa71d2e-01965b040bd0,22/04/2025 01:01,TWN,DONGGANG,4,41.92,0,7,3,702b325e5-58d5-4b68-bce3-a55f3aa71d2e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/702b325e5-58d5-4b68-bce3-a55f3aa71d2e?&start=2025-04-20&end=2025-06-02,TRUE
416003556,NA,FALSE,e213a466d-d369-4752-f1ea-0b7b36f8039a,SHENG LONG YU NO.268,BJ4971,TWN,fishing,drifting_longlines,416003556-e213a466d-d369-4752-f1ea-0b7b36f8039a-0196d7f5bbc0,16/05/2025 07:18,TWN,HUALIEN,4,17.67,1,11,31,e213a466d-d369-4752-f1ea-0b7b36f8039a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/e213a466d-d369-4752-f1ea-0b7b36f8039a?&start=2025-05-14&end=2025-06-02,FALSE
416004675,NA,FALSE,aed80a1ef-ff50-97ba-6b7c-da4eaa18266c,JIN CHIN FU NO36,BG4024,TWN,fishing,drifting_longlines,416004675-aed80a1ef-ff50-97ba-6b7c-da4eaa18266c-019723920a98,30/05/2025 23:41,TWN,DONGGANG,3,3,0,0,0,aed80a1ef-ff50-97ba-6b7c-da4eaa18266c,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/aed80a1ef-ff50-97ba-6b7c-da4eaa18266c?&start=2025-05-28&end=2025-06-02,TRUE
416005188,NA,FALSE,fd7034462-2d5b-0a8e-3828-9d446370f488,CHUN I NO.11,BI2663,TWN,fishing,drifting_longlines,416005188-fd7034462-2d5b-0a8e-3828-9d446370f488-01968f6735a0,02/05/2025 05:10,CHN,HONGKONG,4,31.75,0,1,4,fd7034462-2d5b-0a8e-3828-9d446370f488,FALSE,TRUE,TRUE,FALSE,https://globalfishingwatch.org/map/vessel/fd7034462-2d5b-0a8e-3828-9d446370f488?&start=2025-04-30&end=2025-06-02,FALSE
416005220,9819791,FALSE,650993588-8f11-de25-c6f7-a84f867ff519,CHUN I NO.12,BI2665,TWN,fishing,drifting_longlines,416005220-650993588-8f11-de25-c6f7-a84f867ff519-019665d3b358,24/04/2025 03:24,CHN,HONGKONG,4,39.83,0,1,21,650993588-8f11-de25-c6f7-a84f867ff519,FALSE,TRUE,TRUE,FALSE,https://globalfishingwatch.org/map/vessel/650993588-8f11-de25-c6f7-a84f867ff519?&start=2025-04-22&end=2025-06-02,FALSE
